2020-01-26 14:00:00,2020-01-26 19:00:00,300,24840,paiza,"illumination fivefive まだ２時間以上 plural 45分"
2020-01-27 20:00:00,2020-01-27 21:00:00,60,24900,paiza,"arrive_late 60分 100点 B"
2020-01-28 11:00:00,2020-01-28 16:00:00,300,25200,paiza,"comment_order 0点 ストレス　例外処理　再帰ループ　ループ抜けフラグミス　ソート taxi B"
2020-01-29 14:00:00,2020-01-29 15:00:00,60,25260,paiza,"grayscale"
2020-01-30 19:55:00,2020-01-30 23:55:00,240,25500,presentation,"highchart言語別"
2020-01-31 12:00:00,2020-01-31 19:00:00,420,25920,presentation,"スキルシート完成"
2020-02-01 12:30:00,2020-02-01 15:00:00,150,26070,presentation,"company_list 川本さんFlashcardsレビュー"
2020-02-02 13:30:00,2020-02-02 15:00:00,270,26340,presentation,"company_list 履歴書・職務経歴書"
2020-02-03 11:30:00,2020-02-03 19:30:00,480,26820,presentation,"Flashcards ReadMe help graph"
2020-02-04 12:30:00,2020-02-04 15:00:00,150,26970,presentation,"Vareal MMJ 応募"
2020-02-05 13:15:00,2020-02-05 15:05:00,110,27080,presentation,"想定問答"
2020-02-06 14:15:00,2020-02-06 21:15:00,420,27500,paiza,"reading"
2020-02-07 12:00:00,2020-02-07 14:00:00,120,27620,paiza,"reading2"
2020-02-08 12:00:00,2020-02-08 14:00:00,120,27740,paiza,"reading2"
2020-02-09 14:30:00,2020-02-09 15:30:00,60,27800,paiza,"make_test"
2020-02-10 15:30:00,2020-02-10 17:00:00,90,27890,presentation,"clock it 応募"
2020-02-17 11:00:00,2020-02-17 12:00:00,60,27950,presentation,"wantedly 14, rubydev 応募"
2020-02-21 12:00:00,2020-02-21 18:00:00,240,28190,atcoder,"interactive sorting バブルソートだけ error"
2020-02-22 12:00:00,2020-02-22 18:00:00,240,28430,atcoder,"sugar water むずい"
2020-02-24 13:30:00,2020-02-24 20:30:00,420,28850,atcoder,"sugar water rrrk tamura2004 読む restoring_road_network 惜しいところまで"
2020-02-25 12:00:00,2020-02-25 16:00:00,240,29090,atcoder,"bouqet むずい"
2020-02-26 13:00:00,2020-02-26 19:30:00,390,29480,aizu,"maximum_profit paiza make_test時間クリア readingは難しい　コードは短くなった"
2020-02-27 13:30:00,2020-02-27 18:30:00,180,29660,paiza,"atcoder oaming 数列わからない paiza train_cross 90点　Aランク！"
2020-02-28 13:00:00,2020-02-28 16:00:00,180,29740,aizu,"stable_sort"
2020-03-02 12:00:00,2020-03-02 15:30:00,210,29950,aizu,"shell_sort ４章データ構造"
2020-03-03 13:00:00,2020-03-03 16:30:00,210,30160,aizu,"koch"
2020-03-04 13:30:00,2020-03-04 16:30:00,180,30340,aizu,"merge_sort paiza fall.rb B..."
2020-03-05 11:00:00,2020-03-05 13:30:00,150,30490,presentation,"membersedgeWEBテスト"
2020-03-30 13:00:00,2020-03-30 13:30:00,30,30520,aizu,"7-2 partition"
2020-03-30 17:00:00,2020-03-30 19:00:00,120,30640,paiza,"president 未"
2020-04-06 11:30:00,2020-04-06 12:00:00,30,30670,paiza,"president OK"
2020-04-06 13:45:00,2020-04-06 16:00:00,135,30805,aizu,"quick_sort"
2020-04-19 15:45:00,2020-04-19 17:15:00,120,30925,paiza,"b051"
2020-05-18 15:00:00,2020-05-18 17:00:00,120,31045,unity,"UnityChan-RUN"
2020-05-19 15:00:00,2020-05-19 17:00:00,120,31045,unity,"UnityChan-RUN"
2020-05-20 13:00:00,2020-05-20 14:00:00,60,31105,nyobiko,"Web入門1-4"
2020-05-20 17:00:00,2020-05-20 17:30:00,30,31135,unity,"Gomoku"
2020-05-20 19:00:00,2020-05-20 20:30:00,90,31225,connpass,"linebot"
2020-05-20 21:30:00,2020-05-20 22:00:00,30,31255,nyobiko,"Web1 1-5"
2020-05-25 20:00:00,2020-05-25 21:00:00,60,31315,nyobiko,"Web1 6-10"
2020-05-26 20:00:00,2020-05-26 21:00:00,60,31375,nyobiko,"Web1 11"
2020-05-27 09:00:00,2020-05-27 11:30:00,150,31525,nyobiko,"Web1 12-15"
2020-05-28 20:00:00,2020-05-28 21:00:00,60,31585,nyobiko,"Web1 16"
2020-06-02 10:30:00,2020-06-02 16:30:00,360,31945,nyobiko,"Web2 4 docker vagrant vimtutor"
2020-06-03 09:30:00,2020-06-03 15:30:00,360,32345,nyobiko,"Web2 13 shell git"
2020-06-04 12:30:00,2020-06-04 18:30:00,360,32705,nyobiko,"Web2 nodejs"
2020-06-05 12:30:00,2020-06-05 13:30:00,60,32765,nyobiko,"Web3 3 nodejs"
2020-06-05 12:30:00,2020-06-05 13:30:00,60,32765,nyobiko,"Web3 3 nodejs"
2020-06-10 12:00:00,2020-06-10 15:00:00,180,32945,cobol,"sygwinでcobol導入失敗 mac homebrewで簡単"
2020-06-11 10:30:00,2020-06-11 14:30:00,240,33185,vba,"Web3 プログラミング作法　あまり良い本ではなかった"
2020-06-15 11:00:00,2020-06-15 14:00:00,180,33365,nyobiko,"Web3 7-9 ボットインターフェース、同期IOと非同期IO"
2020-07-01 09:00:00,2020-07-04 09:00:00,,,sql,""
2020-07-04 09:00:00,2020-07-08 09:00:00,,,batch,""
2020-08-01 09:00:00,2020-08-04 09:00:00,,,sql,""
2020-08-04 09:00:00,2020-08-08 09:00:00,,,batch,""
2020-09-01 09:00:00,2020-09-08 09:00:00,,,java,""
2020-10-01 09:00:00,2020-10-04 09:00:00,,,java,""
2020-10-04 09:00:00,2020-10-08 09:00:00,,,JavaScript,""
2020-10-31 09:00:00,2020-10-31 15:00:00,,,presentation,"rails環境再構築nokogiri 最新csv更新 ハイチャート設定"
2020-11-01 09:00:00,2020-11-01 17:00:00,,,presentation,"サービスクラス導入"
2020-11-02 21:45:00,2020-11-03 01:30:00,,,presentation,"pieグラフ"
2020-11-03 12:00:00,2020-11-03 14:30:00,,,presentation,"summary, history追加"
2020-11-01 09:00:00,2020-11-04 09:00:00,,,java,""
2020-11-04 09:00:00,2020-11-08 09:00:00,,,JavaScript,""
2020-12-01 09:00:00,2020-12-04 09:00:00,,,java,""
2020-12-04 09:00:00,2020-12-08 09:00:00,,,batch,""
2020-12-21 21:00:00,2020-12-21 22:30:00,,,Flashcards,"過去コード読み cookieのみで遊べる方法"
2020-12-29 13:00:00,2020-12-29 16:00:00,,,nyobiko,"windows git clone　準備"
2020-12-30 09:00:00,2020-12-30 11:00:00,,,nyobiko,"windows 復習　サーバサイドプログラミング入門02"
2020-12-31 09:00:00,2020-12-31 12:00:00,,,nyobiko,"windows 復習　サーバサイドプログラミング入門 06,07 hubot "
2020-12-31 13:00:00,2020-12-31 18:00:00,,,fjord,"事前準備・SNS登録"
2021-01-01 09:00:00,2021-01-01 12:00:00,,,nyobiko,"windows サーバサイドプログラミング入門 08-11 HTTP"
2021-01-04 09:00:00,2021-01-04 12:00:00,,,nyobiko,"windows サーバサイドプログラミング入門 12-15 HTTP pug"
2021-01-01 00:00:00, 2021-01-04 05:00:00,,,fjord,"Ruby on Rails"
2021-02-01 00:00:00, 2021-02-04 05:00:00,,,fjord,"Ruby on Rails"
2021-03-01 00:00:00, 2021-03-04 05:00:00,,,fjord,"Ruby on Rails"
